year,month,age,country,holiday17,screen,company,genre,director,star1,star2,star3,totalstar,day0a,day0s,day0r,pregrade,preparti,audience17
2015,1,15,2,2,131,178,204,1,114888,1,5997,120886,402,3,3,9.44,32,13130
2000,5,12,3,0,1,14,204,1,1,1,1,3,53823,0,0,0,0,53838
2015,8,15,2,5,13,23,204,15640,835271.8,1,1,835273.8,599,3,3,9.77,26,8913
2000,8,15,2,3,1,61,204,105070.375,965124.4286,509163.2,1,1474288.629,144189,0,0,0,0,144603
2014,8,15,2,5,185,130,86,229624,1,1,1,3,9215,42,42,0,0,595328
2015,10,15,1,5,305,168,769,1,2017004.556,1073447.4,340457.75,3430909.706,1959,11,12,8.93,72,50081
2016,6,19,1,2,463,1157,353,539099,2605440.222,1006719.111,1,3612160.333,3067,15,22,8.78,181,236997
2015,4,0,2,6,32,30,85,1,1,1,1,3,1635,32,32,8.3,10,15001
2016,5,0,3,7,41,27,198,1,1,1,1,3,839,14,14,9.22,87,7798
2014,9,0,3,6,12,178,412,13120.33333,1,1,1,3,0,0,0,9.46,61,6187
2014,8,0,3,2,2,178,412,10409.5,1,1,1,3,18113,0,0,0,0,18310
2000,10,19,2,4,1,121,204,1324.5,19926.25,20418,292333,332677.25,203972,0,0,0,0,204131
1900,3,15,2,5,1,27,86,1,1,1,1,3,0,0,0,0,0,43388
2014,8,0,2,5,266,94,412,1,1102,1963246.6,1,1964349.6,2103,8,8,8.17,30,293507
2015,1,12,2,4,272,130,204,763376.4,385241.9286,275300.8333,1,660543.7619,2443,12,12,8.94,146,83583
2000,6,19,2,2,1,93,86,1,1377605.111,391676.6667,250798.8947,2020080.672,33993,0,0,0,0,34466
2000,10,19,3,0,1,1,204,17321.5,10107.4,30,3822.666667,13960.06667,25013,0,0,0,0,25095
2015,1,0,2,4,641,552,412,1,1,1,1060838.833,1060840.833,9606,43,191,7.76,598,1940090
2014,11,15,1,6,618,548,871,1159932.5,5871633.2,1131190.625,2742435,9745258.825,60677,529,1132,8.76,566,1106470
2016,6,12,1,0,54,1157,85,1,10015.5,11948,1687706.2,1709669.7,3609,13,16,8.89,302,10082
2016,1,19,2,5,394,897,204,1,1367741.846,368344.7778,20431.16667,1756517.79,1356,5,6,8.98,106,394467
2000,6,15,1,1,1,0,204,1,1,1,1,3,71559,0,0,0,0,71566
2014,11,0,2,6,36,797,79,450727,1,1,1,3,135,22,22,9.85,41,14514
2015,4,0,2,6,203,897,412,1,96180.88889,314246.3333,1,410428.2222,833,6,7,9.24,202,95062
2016,2,0,2,5,226,213,412,1,1,1,1,3,1195,6,6,9.55,143,34656
1900,4,12,1,1,1,0,59,1,1,1,1,3,3866,0,0,0,0,5133
2000,11,12,3,1,1,2,59,5406,1,1,1,3,5077,0,0,0,0,5238
2000,8,0,3,0,1,4,412,250.5,1,1,1,3,23582,0,0,0,0,23582
2014,9,0,3,1,1,112,412,1,1,1,1,3,6167,0,0,0,0,6181
1900,1,12,2,5,1,73,417,1,1,1,1,3,0,0,0,0,0,11071
1900,10,12,2,4,1,73,417,1,1,1,1,3,0,0,0,0,0,13700
2000,5,0,1,7,1,1157,412,1,177034,1,1,177036,931397,0,0,0,0,931503
2015,12,0,1,5,363,548,412,931503,285163.3333,1,595206,880370.3333,2167,11,12,9.76,161,343098
2016,6,15,1,0,695,897,871,1,1559455.45,2634634.04,474463.8947,4668553.385,5535,18,20,8.29,397,234762
2015,9,12,1,6,1123,550,3391,1718749.667,4618256.231,2310808.5,425358,7354422.731,14455,61,63,8.66,560,5189714
2000,4,19,3,1,1,70,204,1,1,1,1,3,31717,0,0,0,0,31746
2016,4,15,2,6,138,178,86,1,1,1,1,3,516,3,3,10,9,9148
2000,4,15,1,3,1,73,86,1,1,1,1,3,135605,0,0,0,0,135663
2014,12,12,2,4,384,797,86,2312,10992,4536.5,1,15529.5,765,4,4,8.99,101,269038
2000,10,15,3,4,1,130,86,1,12605.33333,1451.8,60303.5,74360.63333,13029,0,0,0,0,13115
2000,10,15,3,1,1,23,204,5690.5,1,24796,1,24798,18075,0,0,0,0,18746
1900,2,12,1,0,1,0,204,1,1,1,1,3,4689,0,0,0,0,5770
2015,9,15,1,5,48,143,59,6370.75,1,824099.8,167.5,824268.3,3256,24,25,9.65,49,12804
2000,10,15,1,1,1,18,204,11793,1,1,1,3,4941,0,0,0,0,4941
2014,10,12,3,5,87,93,204,104700.3333,1,1,1,3,3147,17,17,0,0,16135
2014,8,19,2,2,1,93,919,94836.66667,1,1,1,3,6311,0,0,0,0,6591
2015,12,15,2,5,335,225,204,193806.75,409545.1,567022.7778,282872.6154,1259440.493,13857,68,69,9.16,963,100762
2000,11,12,3,1,1,0,198,1,1,1,1,3,8749,0,0,0,0,8749
1900,9,0,2,4,1,866,204,1,1,1,1,3,9665,0,0,0,0,11109
2016,2,19,3,6,47,54,204,1,1,1,1,3,3007,27,27,9.07,42,20016
2000,9,19,1,4,1,548,412,21040.5,1138265.84,29369,538004.2857,1705639.126,22269,0,0,0,0,22329
2015,5,15,3,5,54,213,412,8826.5,35396.5,2539,1,37936.5,154,1,1,9.86,159,22878
2015,11,15,3,6,21,70,59,32343.66667,1,1,1,3,441,2,2,9.39,87,4438
2015,5,19,1,5,32,143,204,65741.5,1,1,1,3,1831,11,13,8.15,21,3985
2016,5,15,3,5,88,121,204,1,1,1,1,3,1477,9,9,9.12,40,11466
2014,8,15,1,7,3,93,86,4849.333333,2002423,320533.6667,87487.75,2410444.417,15865,0,0,0,0,16514
2000,10,0,3,2,1,121,412,1,1,1,1,3,60485,0,0,0,0,60747
2015,3,19,1,5,481,225,919,425358,2420477,2703197.5,1280729.091,6404403.591,6359,23,25,8.62,260,834965
2000,12,15,1,2,1,1157,79,1,611432.5,1829887,236799,2678118.5,16006,0,0,0,0,16063
2014,8,15,3,2,21,36,1672,1,1,1,1,3,0,0,0,7.62,8,3354
2014,12,15,1,5,466,550,3391,473360.5,1892069,1726163,2650581.667,6268813.667,18634,205,206,8.76,526,783391
2000,10,12,3,2,1,70,86,1,23229,1572,1,24802,12891,0,0,0,0,12934
2000,7,15,3,0,1,2,204,1,1,1,1,3,4087,0,0,0,0,4087
2015,6,12,2,4,701,678,871,628774.5,1093980.778,259823,1,1353804.778,2778,11,11,8.82,270,1593535
2015,4,19,3,5,51,121,204,2028,1,1,1,3,924,9,9,9.19,26,7833
2015,1,12,1,5,17,1,412,11,1,1,1,3,952,5,5,8.57,190,3382
2014,9,19,3,6,37,130,86,80753.5,1,1,1,3,923,4,4,7.84,32,7053
2015,9,12,1,8,499,897,90,1,2639455.813,687364.8,2593745,5920565.613,4899,18,18,8.12,1103,603097
2000,5,15,1,0,1,39,204,6001,1,1,154886,154888,1181322,0,0,0,0,1181332
2015,2,12,3,7,68,2,198,312576,1,1,1,3,1575,8,8,8.7,1097,6157
2000,10,0,3,5,1,130,85,1,1,1,1,3,28735,0,0,0,0,29205
2015,11,0,1,4,1,1,3,11564.16667,1,1,1,3,0,0,0,10,33,5908
2016,6,12,2,2,18,797,204,1,305806.6667,1335455.5,471346.4286,2112608.595,355,7,7,9.32,116,13437
2014,3,12,2,2,1,73,204,1,1,1,1,3,329253,0,0,0,0,329286
2014,9,12,3,7,142,121,79,1605,1,1,1,3,1244,24,24,0,0,26418
2014,9,19,1,6,252,121,353,283,953682,129576,1301.75,1084559.75,1635,6,6,6.52,135,45496
2000,5,15,1,1,1,1157,417,4646181.333,1663239.4,3017634.5,128403.6667,4809277.567,9350194,0,0,0,0,9350323
2015,1,12,1,5,33,28,86,530549.5,1,1,1,3,2031,20,27,9.11,160,3933
2016,3,15,1,5,64,12,204,3819,1,1,1,3,1067,9,9,9.73,30,5561
2016,3,15,1,5,195,14,353,14537,2197803.5,1579860.034,1420939.5,5198603.034,1678,6,7,9.39,553,20143
2015,10,15,1,6,607,1157,919,371824,1017903.667,924231.75,944128.75,2886264.167,13682,122,123,7.96,258,1081755
2015,8,19,1,5,65,168,204,1161,5876515,3130537.111,644228,9651280.111,1146,7,7,8.84,93,39248
1900,3,12,3,5,1,56,204,1,1,1,1,3,0,0,0,0,0,3062
1900,9,0,2,3,1,866,204,1,1,1,1,3,2415,0,0,0,0,4005
1900,9,19,1,3,1,1,204,1,1,1,1,3,4176,0,0,0,0,7198
2000,9,19,3,1,1,23,86,1,86084.5,2750,1133378,1222212.5,10456,0,0,0,0,11025
2000,10,12,3,0,1,15,198,2325.5,14782,1,1,14784,459345,0,0,0,0,459393
2015,3,12,1,5,43,93,59,358299,1,1,1,3,1013,7,9,9.7,57,4174
2016,1,12,2,8,187,130,204,400363,505472.3333,368548.6,11341.5,885362.4333,2580,13,13,9.21,58,20072
2015,4,19,2,5,46,70,204,20793.33333,1,1,1,3,419,2,2,8.15,53,4605
2015,11,19,1,4,94,99,86,1,1,1,1,3,770,3,3,8.31,58,4746
2000,11,12,2,2,1,70,204,5742,3617,1,1,3619,17980,0,0,0,0,18190
2015,3,12,2,5,281,178,198,1,52769,106758.1818,1,159528.1818,9987,114,115,9.28,178,86135
2015,6,19,3,5,29,56,204,16776.5,1,1,1,3,278,3,3,9.86,14,3362
2000,1,0,3,4,1,225,412,1,1,1,1,3,473,0,0,0,0,138277
2015,7,12,2,5,44,27,204,1,455450.5,1,121671.3333,577122.8333,2231,18,18,9.37,76,14159
2015,9,15,2,5,332,198,417,650744,469447.0909,1435413,707719,2612579.091,520,3,3,8.34,71,110982
2014,11,15,1,4,1,5,769,1,1,1,1,3,4518,0,0,0,0,4635
2016,1,12,3,6,831,292,919,1,1093100.8,1364526.167,1,2457627.967,0,0,0,9.66,309,1265030
2000,9,15,3,1,1,70,204,1,1,1,1,3,6193,0,0,0,0,6236
2000,10,19,3,3,1,14,204,7049,452282.4286,87804.66667,1,540088.0953,19305,0,0,0,0,19480
2014,10,19,3,6,21,4,86,4087.5,1,1,1,3,681,4,4,8.21,14,5315
2014,8,19,3,2,21,36,204,1,1,1,1,3,0,0,0,4.12,67,3834
2000,10,0,1,1,1,0,85,1,1,1,1,3,97408,0,0,0,0,97508
2000,10,0,1,1,2,0,85,97529,8035181,1,1,8035183,29257,0,0,0,0,29668
2015,3,15,1,5,353,168,353,411.5,1837070.667,100217.9,1,1937289.567,4649,46,46,9.4,86,245089
2015,6,15,1,4,378,73,204,1,467109.4286,1744071.895,1036588.5,3247769.824,16758,67,71,6.95,1147,366910
2000,8,12,1,0,1,897,204,1520280.8,2846047.385,1761378.625,1,4607427.01,2711083,0,0,0,0,2711094
2000,8,0,1,6,2,16,412,3,1518655.5,322877.5,33773.66667,1875306.667,52712,0,0,0,0,53052
2000,12,0,3,4,1,0,204,1,1,1,1,3,6415,0,0,0,0,6919
1900,8,19,2,3,1,51,204,1,1,1,1,3,18107,0,0,0,0,19179
2015,7,15,1,5,493,1157,313,1567514,3210540.227,2548186.375,2074173.5,7832900.102,7612,40,40,8.46,262,825354
2015,4,15,2,4,65,213,204,1,1950130.333,1,1,1950132.333,1520,7,8,8.35,216,46390
2015,8,0,3,5,263,213,412,1,1,1,1,3,6318,72,78,9.54,166,88475
2014,8,15,1,3,1,1157,204,2781984.5,2401090,1077136,810541,4288767,8656397,0,0,0,0,8658523
2015,8,0,1,5,4,3,85,22008.66667,1,1,1,3,0,0,0,9.2,41,3457
2015,3,19,1,5,512,1157,3391,1659889,1136329.222,891896,1,2028226.222,10127,39,51,8.9,296,467219
2016,1,19,3,8,8,14,204,1,1,1,1,3,408,3,3,8.7,31,4075
2016,2,12,1,5,467,143,204,12676,814424,451797,3071,1269292,24445,106,124,9.29,1102,237261
2014,12,0,2,5,351,552,79,1490153,616246.2727,1384853.538,615659,2616758.811,1225,7,7,9.61,158,341781
2015,10,0,3,5,98,99,412,1,1,1,1,3,1554,9,9,9.64,25,26125
2015,9,0,1,5,19,8,412,1,1,1,1,3,0,0,0,10,14,9565
2014,8,0,3,2,2,130,412,1,1,1,1,3,92105,0,0,0,0,92447
2000,5,0,2,1,1,797,412,763197.6667,141657.5,332343.2857,1027050,1501050.786,962862,0,0,0,0,963763
2014,12,12,3,4,144,178,198,14289,7977.5,332343.2857,1,340321.7857,1790,52,53,9.28,94,19643
2015,12,0,2,6,323,866,412,1141844.5,1,1,1,3,4991,24,24,9.62,261,192182
2015,3,15,1,4,786,548,198,3743,2767907.5,5508017,1304877.333,9580801.833,18501,167,167,9.03,818,2486113
2000,12,19,3,2,1,1,204,1,1,1,1,3,9152,0,0,0,0,9337
2015,12,15,3,5,91,54,86,250657,105292.6,31941,1,137234.6,4138,24,24,9.13,167,19696
2015,8,19,2,4,20,1,871,1,1,1,1,3,0,0,0,9.6,5,3588
2000,8,12,2,1,1,1157,417,5127047,31213,1,1,31215,1085281,0,0,0,0,1085447
2014,8,15,2,1,1,93,85,1,1,1,1,3,6970,0,0,0,0,7087
2015,12,12,2,6,903,552,871,2073051.5,768174.8571,10566,1,778741.8571,2500,7,9,9,614,3054555
1900,12,0,2,0,1,866,417,1,1,1,1,3,110700,0,0,0,0,110702
2000,8,12,2,1,1,1157,871,2228217,704694.4,406573.75,3521531.25,4632799.4,1607389,0,0,0,0,1607555
2014,9,12,2,7,267,93,204,1,1,1,1,3,5654,28,30,0,0,529121
2014,8,15,1,1,1,292,871,1,1,1483022.364,1783403,3266426.364,17557,0,0,0,0,18061
2015,9,19,2,5,184,797,204,266668.6667,1,1,1,3,586,5,6,9.18,76,45001
2015,8,19,3,5,32,9,769,1,1,1,1,3,598,5,5,8,41,5177
2016,1,12,2,5,381,797,204,459317.6667,636356.2308,302052.3333,184075.8333,1122484.397,462,2,2,8.03,118,65763
2015,4,12,2,5,79,54,204,124,360216.9167,476022.2727,801719.6154,1637958.805,3518,78,78,8.8,60,89510
2000,6,12,3,1,1,0,204,46,1,1,1,3,11531,0,0,0,0,12053
2015,5,15,2,5,636,866,871,60788,556335.75,361791.1667,86415,1004541.917,13198,136,136,9.38,504,1898433
2015,11,12,2,5,351,866,353,1291861,829664.7143,107444,1,937109.7143,6332,82,82,9.28,197,260613
2000,6,15,1,1,1,1157,871,1,3217869.625,1070069.778,954010,5241949.403,3435802,0,0,0,0,3436012
1900,2,15,2,1,1,0,204,1,1,1,1,3,418,0,0,0,0,3346
2014,12,0,3,4,54,25,412,42720,1,1,1,3,0,0,0,10,7,19445
2016,2,15,2,5,295,121,204,18707.66667,1270449.667,1545644.417,482640.75,3298734.834,4000,31,32,9.23,91,254364
2015,2,0,2,7,355,1157,412,1,249786.8,69413,34800.5,354000.3,870,5,5,9.47,182,300362
2016,3,15,3,4,318,178,871,71559,691247.5,1,1,691249.5,108,1,1,8.1,111,41416
2014,8,12,1,0,1,8,85,1016.4,1,1,1,3,4704,0,0,0,0,4730
2000,7,15,3,1,1,1157,204,90208,1,1,1,3,1106453,0,0,0,0,1106899
2014,10,12,1,7,596,866,204,3019960,3194086.667,141096.5,3069979.586,6405162.753,11947,59,67,9.07,993,1120116
2015,10,15,3,6,30,24,871,1,1,1,1,3,1230,18,18,7.47,51,8164
2015,10,19,2,4,106,39,198,1,1,1,1,3,784,4,4,9.62,37,8252
1900,10,12,2,4,1,797,204,1,1,1,1,3,6290,0,0,0,0,9038
2000,9,15,1,3,1,548,204,1604439,1,1,1,3,218760,0,0,0,0,218898
2000,10,12,2,5,1,548,417,291756.5,728457,147737,1,876195,728149,0,0,0,0,728653
2000,12,0,3,6,1,24,412,1,1,47888,1,47890,60265,0,0,0,0,76678
2016,4,15,1,5,673,1157,353,16144.66667,1889431.5,3347889.333,3388818.25,8626139.083,12265,69,70,8.92,383,1067289
1900,12,0,3,6,1,121,204,1,9058,1,1,9060,31096,0,0,0,0,34412
2000,6,15,1,3,1,12,204,2313,1,1,1,3,5026,0,0,0,0,5026
2000,4,12,1,1,1,14,204,5075,1,1,1,3,4674,0,0,0,0,4681
2000,4,12,3,1,1,130,198,1,1118934.333,11,1,1118946.333,32861,0,0,0,0,32877
2015,12,19,2,5,206,897,919,88447,590770.1818,142562.5,439975.1111,1173307.793,948,6,6,9.71,48,124335
2016,4,15,2,6,167,130,769,11813,1475136,425897.9286,244682.2222,2145716.151,381,5,5,7.4,89,21392
2015,11,12,2,5,34,14,85,1,1,1,1,3,651,4,4,8.83,30,4711
2000,4,15,3,2,1,14,204,1,510,32,1,543,17599,0,0,0,0,17633
2015,3,0,2,5,424,552,86,955636.5,1,1,1257632.5,1257634.5,8162,43,43,9.02,169,648040
2000,10,19,1,0,1,548,919,43947,7625710,2212113.25,1430708.364,11268531.61,4682492,0,0,0,0,4682492
2015,4,12,2,5,123,23,204,1,1,186.6666667,1,188.6666667,1586,11,11,6.03,294,22826
2016,4,12,2,6,94,5,204,38378,1,10171.5,1,10173.5,2137,11,11,7.97,66,21908
2016,4,12,2,7,71,112,204,2805,1,1,1,3,1323,7,7,6.53,19,6191
2014,8,19,1,7,21,550,919,1731903,2473208.667,1838485.533,1056174.7,5367868.9,3560676,0,0,0,0,3566327
2014,4,15,1,2,1,23,204,171,2514281.2,3479544.5,238416.3333,6232242.033,424258,0,0,0,0,424721
2000,8,19,3,0,1,0,871,1,1749030.75,826,28787.66667,1778644.417,43462,0,0,0,0,43516
2014,3,19,1,2,1,1157,204,2309211.8,1,1,1,3,5187,0,0,0,0,5225
2000,9,12,3,0,1,225,871,459317.6667,1,1,1,3,449172,0,0,0,0,449232
2014,12,0,1,4,24,22,3,19113,1,1,1,3,213,1,1,9.82,51,9817
2000,10,19,2,6,1,93,86,107495.5,127995.8,219834.5714,64360,412190.3714,127253,0,0,0,0,127913
2015,6,12,3,5,167,70,204,55746,6722,304850.25,1,311573.25,1141,7,7,8.89,45,104104
2000,11,0,3,1,1,0,204,5833,235125.8,1,1,235127.8,11549,0,0,0,0,11552
1900,8,0,2,4,1,2,204,1,1,1,1,3,8201,0,0,0,0,11253
2016,5,15,3,5,465,198,204,1829773.5,1,1,5295801,5295803,11405,65,65,9.55,352,440818
2000,2,15,2,0,1,1157,204,1,899719.3333,225620.6,1,1125340.933,17391,0,0,0,0,17417
2000,10,15,1,2,1,1157,204,8223342,1,305461.5,67602,373064.5,7362817,0,0,0,0,7363010
2015,5,19,2,5,108,73,204,139830.3333,887124.3,369250,96945,1353319.3,1326,9,9,0,0,10754
2016,5,15,2,5,169,213,313,279488,112421.5,110526.8,87328,310276.3,644,4,4,8.81,21,11620
2000,11,0,3,1,1,1157,412,95514,95514,18322,1,113837,131956,0,0,0,0,132217
2015,2,15,1,8,757,1157,86,1282681.667,3695037.643,247044,3062184.429,7004266.072,11447,58,66,2.95,7997,1527421
2015,7,19,1,4,297,143,198,818504,1155314,570332.4444,428070,2153716.444,3243,16,16,7.31,250,76819
2000,11,15,3,1,1,0,204,1,1,1,1,3,5187,0,0,0,0,5406
2000,7,12,3,0,1,70,204,1,1,1,1,3,11947,0,0,0,0,12161
2014,9,19,2,5,328,292,871,1,1077825.143,161481.5,129814.4545,1369121.098,611,3,4,9.25,268,81917
2016,6,19,1,5,1016,1157,353,652516,814253.625,372,2704780.652,3519406.277,10768,52,55,7.91,447,3502660
1900,8,15,2,2,1,0,198,1,1,1,1,3,2873,0,0,0,0,4809
2000,8,0,3,2,1,897,412,1,1,22,1,24,20823,0,0,0,0,21390
1900,2,0,2,2,1,866,412,1,1,1,1,3,1845,0,0,0,0,3246
2016,3,19,2,5,52,897,412,5078,13180.66667,121278,5078,139536.6667,577,12,12,7.22,36,12649
2014,11,15,2,6,331,866,198,109770.5,878770.1818,390818.3333,1,1269589.515,3910,25,25,8.11,133,77934
2015,11,0,3,5,97,17,412,311893.2857,599081.1667,85395.5,1,684477.6667,504,3,3,9.28,70,57703
2015,10,12,2,5,238,550,313,1,79939.5,1,11083,91023.5,1495,7,7,8.49,47,39892
1900,5,12,3,4,1,1,204,1,1,1,1,3,4689,0,0,0,0,6048
2000,6,12,1,1,1,73,871,1,1,1,1,3,810411,0,0,0,0,810430
1900,9,0,1,3,1,0,204,1,1,1,1,3,1450,0,0,0,0,4873
2015,4,15,3,6,26,41,204,4408,1,1,1,3,829,6,6,9.85,13,3900
2015,10,12,2,5,28,3,204,1,1,1432,1,1434,465,3,4,0,0,8888
2015,8,0,3,4,105,178,85,60347,1,1,1,3,2386,12,12,9.46,147,22551
2015,1,15,2,4,81,70,198,2257982.75,2584560.714,1,30140,2614701.714,1961,9,9,9.2,338,77004
2015,1,19,2,4,284,678,871,167607,286852.3636,671541.75,1,958395.1136,2549,6,6,9.15,101,284748
2015,8,19,2,4,326,1157,871,1,697861.6667,810419.3077,136925,1645205.974,2322,13,13,9,243,161382
2014,8,19,2,3,1,25,919,140176,1611104.2,1,406909.5833,2018014.783,155374,0,0,0,0,155669
2000,5,15,3,0,1,1,204,12161,44574,25097,1,69672,15519,0,0,0,0,15753
2000,4,0,3,1,1,1,204,1,1,1,1,3,34292,0,0,0,0,34364
2000,10,15,3,2,1,6,204,6793,211,1,14704,14916,80555,0,0,0,0,80809
2014,9,12,1,5,1,18,85,1,1,1,1,3,4257,0,0,0,0,4273
2016,1,12,3,8,24,3,204,1,1,1,1,3,1201,5,5,9.22,111,4759
2014,11,12,1,6,324,292,198,1,2870042,2017033.667,731706,5618781.667,7052,118,120,9.37,491,162162
2015,4,0,3,7,48,93,412,1,1,1,1,3,842,4,4,9.46,85,14387
2000,5,0,2,2,1,0,412,1,621000.4286,1003432,12125,1636557.429,395087,0,0,0,0,395087
2015,6,15,2,7,2,4,871,1,1,1,1,3,0,0,0,5,2,3711
2000,2,19,3,2,1,2,204,17782,621000.4286,323,1,621324.4286,35424,0,0,0,0,35450
2015,1,19,3,5,15,41,204,22734,1,1,1,3,205,3,3,8.33,114,4463
2000,10,0,3,7,1,6,3,1,1,1,1,3,3274,0,0,0,0,3963
2015,11,0,3,5,54,19,412,1,1,1,1,3,0,0,0,7.25,320,21676
2000,10,19,1,0,1,1157,871,466107,2979751,18617,1202901.6,4201269.6,6178467,0,0,0,0,6178569
2000,2,12,2,1,1,70,86,30,34,30,2364,2428,120454,0,0,0,0,120577
2000,10,19,2,1,1,3,204,1,1,1,1,3,5995,0,0,0,0,6133
2015,5,15,1,5,693,1157,353,1,2366657.5,1394268.357,1733908.333,5494834.19,12711,58,65,8.46,237,1974654
2000,8,15,2,2,1,797,204,356118.75,199679.375,1022047.5,60993,1282719.875,144609,0,0,0,0,145269
1900,9,15,3,0,1,3,204,1,1,1,1,3,4744,0,0,0,0,5732
2015,10,0,1,6,59,143,412,1,1,1,121572,121574,850,5,5,9.02,231,12182
2014,8,12,2,5,252,866,204,15147,1,1,1,3,4877,1,1,0,0,662046
2000,9,0,1,3,1,70,85,325656.5,1,1,1,3,14765,0,0,0,0,14772
2000,1,19,3,0,1,23,769,4400.333333,1,1,1,3,4071,0,0,0,0,4071
2000,8,15,2,0,1,73,90,1,1,1,1,3,1310601,0,0,0,0,1310604
2015,7,12,3,5,32,73,198,1,47172.375,5820,1,52993.375,916,7,7,9.21,82,11573
2015,7,15,1,4,1264,550,871,8245010,4342878,5089267.333,2250189.636,11682334.97,14375,63,64,8.3,918,8167422
2015,8,12,3,6,53,8,871,159,1,1,1,3,339,3,3,7.03,175,5097
2015,9,12,3,5,39,54,204,3819.75,55746,590.75,1,56337.75,1965,15,15,9.23,43,21453
2015,10,12,3,5,51,178,204,1,1,1,1,3,2926,13,13,9.6,45,6508
2014,10,15,2,7,344,678,78,3195,1,1,1,3,5120,176,184,8.98,128,857352
1900,8,12,2,4,1,1,204,1,1,1,1,3,6634,0,0,0,0,7930
2014,10,19,3,4,2,3,78,1,1,1,1,3,0,0,0,0,0,4006
2014,11,15,3,6,32,41,85,1,1,1,1,3,1510,18,18,0,0,5873
2015,9,12,2,5,858,552,871,810346.5,27045,104355.8333,2559759,2691159.833,1778,4,5,8.9,417,2631950
2015,12,15,1,6,55,7,313,677,1,1,1,3,911,4,4,9.47,137,8308
2016,2,0,2,8,350,866,412,6102,340104.9,598820,598820,1537744.9,2854,14,14,9.57,286,285731
2016,1,12,2,5,90,9,198,1,1,1,1,3,439,2,2,8.77,57,7046
2016,5,0,2,5,419,797,412,1,1,1,1,3,1517,9,9,8.81,84,508798
2014,10,15,2,5,159,13,204,1,722099.8,324459.875,1,1046560.675,1335,7,7,9.69,49,30195
2014,8,19,1,8,40,41,204,7564.875,1,1,1,3,1817,9,10,8,37,7562
2000,1,12,3,1,1,0,204,1,1,1,1,3,11733,0,0,0,0,11764
2014,8,19,1,5,20,4,769,1,1,1,1,3,0,0,0,7.9,10,4122
2015,4,15,1,6,278,29,204,1,2490364.857,1723383.826,1799447,6013195.683,3203,14,14,8.26,178,41674
2000,8,0,3,3,1,2,204,1,3793.5,17034.88889,1,20829.38889,17651,0,0,0,0,17702
2016,6,19,1,6,56,168,204,129.3333333,1,1,1,3,1201,11,11,9.16,51,5634
2014,12,15,2,2,1,0,204,1,733205.5556,266231,828138.3333,1827574.889,71795,0,0,0,0,72292
2014,8,0,3,1,1,292,412,1,5949.25,1,1,5951.25,49049,0,0,0,0,49581
2000,9,15,3,0,1,2,204,11394,1942.5,1,1,1944.5,13472,0,0,0,0,13584
2015,8,19,3,5,35,19,204,5267,132180,3390.833333,1,135571.8333,532,6,6,8.85,27,14113
2000,7,0,1,2,1,70,85,1,1,1,1,3,3383,0,0,0,0,3427
2014,8,19,3,7,39,4,86,166,1,1,1,3,3442,0,0,0,0,24233
2000,9,12,1,1,1,70,204,77193.66667,1,598876.5833,18071.75,616949.3333,31215,0,0,0,0,31482
2015,10,19,1,4,169,32,353,1,1943,971432,1,973376,1767,9,10,8.62,89,17190
2015,12,0,3,5,442,225,412,2654266,537835.3,520399,1,1058235.3,5579,31,32,9.54,230,559946
2000,9,12,1,0,1,18,85,182,1,1,1,3,4325,0,0,0,0,4354
2015,9,15,2,5,122,797,204,5661,608382.5833,106281.5,200,714864.0833,537,3,3,9.26,54,15155
2000,11,15,3,6,1,797,86,245,281485.5,1,436969.125,718455.625,3392493,0,0,0,0,3393079
2000,4,12,2,0,1,0,871,1,1234841.727,1404388.214,1694562,4333791.941,7074867,0,0,0,0,7074891
2015,4,12,2,6,1731,552,871,7074891,2129569.5,2133529.167,1567525.571,5830624.238,3501,10,13,9.52,2891,9064251
2015,1,19,1,5,15,27,86,3499,2337184.333,1061,1881078.5,4219323.833,3280,10,20,6.07,128,12693
2000,11,12,3,0,1,1,86,1,40384,1,1,40386,16142,0,0,0,0,16143
2000,7,15,2,9,1,797,86,885052,486444.5,106655.5,1,593101,208035,0,0,0,0,208939
2014,8,19,3,9,1,225,417,1,1,1,1,3,2723,0,0,0,0,3371
2015,1,15,2,4,364,797,871,1,10,1724312.5,172640.3333,1896962.833,326,1,1,9.66,178,255321
2000,10,12,3,5,1,16,412,45743.5,1,4726,1,4728,52482,0,0,0,0,53292
2000,10,12,3,0,1,548,198,1,174.5,5437,1,5612.5,1721518,0,0,0,0,1721611
2015,5,15,2,5,297,797,78,1,1,1,1,3,532,2,2,8.48,128,217570
2016,4,12,1,5,22,8,85,1,1,1,1,3,802,9,9,5.58,79,3523
2000,5,15,3,0,1,14,313,1,1,1,1,3,6255,0,0,0,0,6290
1900,11,15,2,2,1,678,204,1,1,1,1,3,5888,0,0,0,0,7264
2000,10,15,3,1,1,4,412,76397,66788,190634.75,66788,324210.75,61923,0,0,0,0,62159
2015,6,19,2,2,47,112,871,1,1,1,1,3,384,2,2,7.77,13,3223
2015,9,12,2,8,326,797,1672,30324.5,1483689,453449.5,531595.5,2468734,2602,6,7,9.09,105,329902
2015,12,12,3,6,46,27,204,10942.5,1,1,1,3,798,7,7,8.87,45,8458
2015,8,0,1,5,57,15,85,1,1,1,1,3,0,0,0,8.88,126,34289
2015,11,19,3,5,31,4,85,2123,1,1,1,3,1329,10,10,9.41,116,9573
